,movieId,title,genres_x,year,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres_y,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,id
141,562,welcome to the dollhouse,Comedy|Drama,1995,Color,Todd Solondz,74.0,88.0,377.0,236.0,Ken Leung,529.0,4771000.0,Comedy|Drama,Heather Matarazzo,26513,1502,Christina Vidal,1.0,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,174.0,English,USA,R,800000.0,1995.0,502.0,7.5,1.85,0,4661
142,586,home alone,Children|Comedy,1990,Color,Chris Columbus,102.0,103.0,0.0,925.0,Devin Ratray,3000.0,285761243.0,Comedy|Family,Macaulay Culkin,311075,7521,Catherine O'Hara,5.0,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305.0,English,USA,PG,18000000.0,1990.0,1000.0,7.5,1.85,20000,2601
143,587,ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990,Color,Jerry Zucker,77.0,127.0,109.0,71.0,Tony Goldwyn,2000.0,217631306.0,Drama|Fantasy|Romance|Thriller,Demi Moore,154199,3100,Phil Leeds,0.0,death|film blanc|invisibility|love|unrequited love,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,252.0,English,USA,PG-13,22000000.0,1990.0,956.0,7.0,1.85,0,2081
144,588,aladdin,Adventure|Animation|Children|Comedy|Musical,1992,Color,Ron Clements,124.0,90.0,63.0,631.0,Frank Welker,49000.0,217350219.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,260939,52970,Scott Weinger,0.0,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244.0,English,USA,G,28000000.0,1992.0,2000.0,8.0,1.33,0,1747
145,114240,aladdin,Adventure|Animation|Children|Comedy|Fantasy,1992,Color,Ron Clements,124.0,90.0,63.0,631.0,Frank Welker,49000.0,217350219.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,260939,52970,Scott Weinger,0.0,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244.0,English,USA,G,28000000.0,1992.0,2000.0,8.0,1.33,0,1747
146,119061,aladdin,Adventure|Fantasy,1986,Color,Ron Clements,124.0,90.0,63.0,631.0,Frank Welker,49000.0,217350219.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,260939,52970,Scott Weinger,0.0,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244.0,English,USA,G,28000000.0,1992.0,2000.0,8.0,1.33,0,1747
147,589,terminator 2: judgment day,Action|Sci-Fi,2,Color,James Cameron,210.0,153.0,0.0,539.0,Jenette Goldstein,780.0,204843350.0,Action|Sci-Fi,Joe Morton,744891,2829,S. Epatha Merkerson,0.0,future|liquid metal|multiple cameos|sexy woman|time travel,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,983.0,English,USA,R,102000000.0,1991.0,604.0,8.5,2.35,13000,288
148,590,dances with wolves,Adventure|Drama|Western,1990,Color,Kevin Costner,92.0,236.0,0.0,232.0,Michael Spears,933.0,184208848.0,Adventure|Drama|Western,Mary McDonnell,186485,2398,Maury Chaykin,1.0,friendship|frontier|honor|outpost|soldier,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382.0,English,USA,PG-13,22000000.0,1990.0,839.0,8.0,2.35,0,2356
149,592,batman,Action|Crime|Thriller,1989,Color,Tim Burton,186.0,126.0,13000.0,488.0,Jack Palance,920.0,251188924.0,Action|Adventure,Michael Gough,269033,2725,William Hootkins,0.0,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,PG-13,35000000.0,1989.0,549.0,7.6,1.85,12000,1400
150,26152,batman,Action|Adventure|Comedy,1966,Color,Tim Burton,186.0,126.0,13000.0,488.0,Jack Palance,920.0,251188924.0,Action|Adventure,Michael Gough,269033,2725,William Hootkins,0.0,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,PG-13,35000000.0,1989.0,549.0,7.6,1.85,12000,1400
151,91054,batman,Action|Adventure|Crime|Sci-Fi|Thriller,1943,Color,Tim Burton,186.0,126.0,13000.0,488.0,Jack Palance,920.0,251188924.0,Action|Adventure,Michael Gough,269033,2725,William Hootkins,0.0,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,PG-13,35000000.0,1989.0,549.0,7.6,1.85,12000,1400
152,594,snow white and the seven dwarfs,Animation|Children|Drama|Fantasy|Musical,1937,Color,William Cottrell,145.0,83.0,0.0,31.0,Billy Gilbert,82.0,184925485.0,Animation|Family|Fantasy|Musical,Adriana Caselotti,133348,229,Lucille La Verne,1.0,dwarf|love|princess|queen|snow white,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,204.0,English,USA,Approved,2000000.0,1937.0,47.0,7.7,1.37,0,4449
153,596,pinocchio,Animation|Children|Fantasy|Musical,1940,Color,Norman Ferguson,105.0,88.0,3.0,40.0,Dickie Jones,1000.0,84300000.0,Animation|Family|Fantasy|Musical,Mel Blanc,90360,1178,Cliff Edwards,0.0,boy|conscience|fairy|jiminy cricket|pinocchio,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0,1143
154,5990,pinocchio,Children|Comedy|Fantasy,2002,Color,Norman Ferguson,105.0,88.0,3.0,40.0,Dickie Jones,1000.0,84300000.0,Animation|Family|Fantasy|Musical,Mel Blanc,90360,1178,Cliff Edwards,0.0,boy|conscience|fairy|jiminy cricket|pinocchio,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0,1143
155,90264,pinocchio,Children|Fantasy|Musical,1976,Color,Norman Ferguson,105.0,88.0,3.0,40.0,Dickie Jones,1000.0,84300000.0,Animation|Family|Fantasy|Musical,Mel Blanc,90360,1178,Cliff Edwards,0.0,boy|conscience|fairy|jiminy cricket|pinocchio,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0,1143
156,597,pretty woman,Comedy|Romance,1990,Color,Garry Marshall,82.0,125.0,0.0,700.0,Hector Elizondo,8000.0,178406268.0,Comedy|Romance,Julia Roberts,213476,11135,Jason Alexander,2.0,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271.0,English,USA,R,14000000.0,1990.0,995.0,6.9,1.85,11000,2764
157,608,fargo,Comedy|Crime|Drama|Thriller,1996,Color,,54.0,53.0,,1000.0,Adam Goldberg,4000.0,,Crime|Drama|Thriller,Kirsten Dunst,170055,19949,Oliver Platt,0.0,anthology|death|insurance salesman|minnesota|police officer,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,173.0,English,USA,TV-MA,,,1000.0,9.0,1.78,61000,3481
158,610,heavy metal,Action|Adventure|Animation|Horror|Sci-Fi,1981,Color,Gerald Potterton,62.0,90.0,0.0,123.0,Joe Flaherty,187.0,,Adventure|Animation|Fantasy|Horror|Sci-Fi,John Vernon,23516,646,Don Francks,0.0,anthology|girl|heavy metal|secretary|segments,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,147.0,English,Canada,R,9300000.0,1981.0,176.0,6.7,1.37,0,3269
159,637,sgt. bilko,Comedy,1996,Color,Jonathan Lynn,23.0,93.0,36.0,275.0,Phil Hartman,592.0,30400000.0,Comedy,Austin Pendleton,17810,2176,Max Casella,2.0,greenland|military|revenge|soldier|u.s. soldier,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73.0,English,USA,PG,39000000.0,1996.0,516.0,5.7,2.35,478,1341
160,639,girl 6,Comedy|Drama,6,Color,Spike Lee,30.0,108.0,0.0,599.0,Debi Mazar,873.0,4903000.0,Comedy|Drama,Michael Imperioli,4961,4497,Gretchen Mol,3.0,actress|neighbor|phone sex|queens new york city|sex addiction,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,33.0,English,USA,R,12000000.0,1996.0,680.0,5.0,1.85,251,2984
161,647,courage under fire,Action|Crime|Drama|War,1996,Color,Edward Zwick,65.0,116.0,380.0,826.0,Matt Damon,18000.0,58918501.0,Action|Drama|Mystery|Thriller|War,Denzel Washington,40126,33233,Scott Glenn,1.0,bravery|honor|medal of honor|military life|unreliable flashback,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,107.0,English,USA,R,46000000.0,1996.0,13000.0,6.6,1.85,975,1069
162,648,mission: impossible,Action|Adventure|Mystery|Thriller,1996,Color,Brian De Palma,154.0,110.0,0.0,898.0,Kristin Scott Thomas,10000.0,180965237.0,Action|Adventure|Thriller,Tom Cruise,300542,12760,Vanessa Redgrave,0.0,disguise|mission|spy|stealing|traitor,http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,378.0,English,USA,PG-13,80000000.0,1996.0,1000.0,7.1,2.35,0,438
163,653,dragonheart,Action|Adventure|Fantasy,1996,Color,Rob Cohen,60.0,103.0,357.0,40.0,Brian Thompson,2000.0,51317350.0,Action|Adventure|Fantasy,Dennis Quaid,78343,2710,Terry O'Neill,0.0,dragon|england|human dragon relationship|king|knight,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,57000000.0,1996.0,663.0,6.4,2.35,0,829
164,660,august,Drama,1996,Color,Eldar Rapaport,10.0,99.0,0.0,43.0,Adrian Gonzalez,141.0,,Drama|Romance,Murray Bartlett,1262,320,Edward Conna,1.0,apartment|gay parent|job interview|male pubic hair|pubic hair,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,13.0,English,USA,Not Rated,,2011.0,69.0,6.1,2.35,224,4026
165,60524,august,Drama,2008,Color,Eldar Rapaport,10.0,99.0,0.0,43.0,Adrian Gonzalez,141.0,,Drama|Romance,Murray Bartlett,1262,320,Edward Conna,1.0,apartment|gay parent|job interview|male pubic hair|pubic hair,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,13.0,English,USA,Not Rated,,2011.0,69.0,6.1,2.35,224,4026
166,664,faithful,Comedy,1996,Color,Paul Mazursky,21.0,91.0,150.0,150.0,Ryan O'Neal,979.0,2104000.0,Comedy|Crime|Drama,Chazz Palminteri,1595,1679,Paul Mazursky,3.0,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19.0,English,USA,R,13000000.0,1996.0,385.0,5.9,1.85,69,2881
167,673,space jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,Color,Joe Pytka,46.0,88.0,30.0,366.0,Wayne Knight,13000.0,90443603.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Bill Murray,112167,15001,Michael Jordan,1.0,alien|basketball|basketball game|cult film|monstars,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,123.0,English,USA,PG,80000000.0,1996.0,967.0,6.3,1.77,0,466
168,674,barbarella,Adventure|Comedy|Sci-Fi,1968,Color,Roger Vadim,107.0,98.0,35.0,170.0,David Hemmings,949.0,,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,24436,1510,Milo O'Shea,2.0,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,186.0,English,France,PG,9000000.0,1968.0,178.0,5.9,2.35,0,3335
169,691,mrs. winterbourne,Comedy|Romance,1996,Color,Richard Benjamin,20.0,105.0,121.0,354.0,Jane Krakowski,3000.0,10070000.0,Comedy|Drama|Romance,Brendan Fraser,5668,5023,Cathryn de Prume,3.0,love|train|train wreck|twin brother|two word title,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,25000000.0,1996.0,624.0,6.2,1.85,491,1985
170,711,flipper,Adventure|Children,1996,Color,Alan Shapiro,23.0,95.0,0.0,26.0,Chelsea Field,442.0,20047715.0,Adventure|Family,Paul Hogan,8008,616,Jessica Wesson,1.0,dolphin|florida|florida keys|summer|vomiting,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26.0,English,USA,PG,25530000.0,1996.0,95.0,5.2,2.35,504,1863
171,8850,flipper,Adventure|Children|Drama,1963,Color,Alan Shapiro,23.0,95.0,0.0,26.0,Chelsea Field,442.0,20047715.0,Adventure|Family,Paul Hogan,8008,616,Jessica Wesson,1.0,dolphin|florida|florida keys|summer|vomiting,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26.0,English,USA,PG,25530000.0,1996.0,95.0,5.2,2.35,504,1863
172,719,multiplicity,Comedy,1996,Color,Harold Ramis,43.0,117.0,11000.0,451.0,Brian Doyle-Murray,905.0,20101861.0,Comedy|Romance|Sci-Fi,John de Lancie,24757,2348,Obba Babatundé,0.0,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,45000000.0,1996.0,484.0,6.0,2.35,0,1118
173,736,twister,Action|Adventure|Romance|Thriller,1996,Color,Jan de Bont,114.0,113.0,101.0,848.0,Alan Ruck,22000.0,241688385.0,Action|Adventure|Drama|Thriller,Philip Seymour Hoffman,144053,26239,Jami Gertz,0.0,device|disaster|divorce|storm|tornado,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,395.0,English,USA,PG-13,92000000.0,1996.0,946.0,6.3,2.35,0,394
174,7781,twister,Comedy,1990,Color,Jan de Bont,114.0,113.0,101.0,848.0,Alan Ruck,22000.0,241688385.0,Action|Adventure|Drama|Thriller,Philip Seymour Hoffman,144053,26239,Jami Gertz,0.0,device|disaster|divorce|storm|tornado,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,395.0,English,USA,PG-13,92000000.0,1996.0,946.0,6.3,2.35,0,394
175,742,thinner,Horror|Thriller,1996,Color,Tom Holland,73.0,93.0,85.0,514.0,Bethany Joy Lenz,1000.0,15171475.0,Fantasy|Horror,Joe Mantegna,19805,2777,Kari Wuhrer,0.0,death|doctor|gypsy|judge|lawyer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122.0,English,USA,R,8500000.0,1996.0,855.0,5.7,1.85,0,2793
176,743,spy hard,Comedy,1996,Color,Rick Friedberg,27.0,81.0,8.0,341.0,Barry Bostwick,844.0,26906039.0,Action|Comedy,Hulk Hogan,29621,2653,Nicollette Sheridan,2.0,1990s|dentist|hit with a door|martial arts|museum,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,18000000.0,1996.0,456.0,5.3,1.85,588,2419
177,750,dr. strangelove or: how i learned to stop worrying and love the bomb,Comedy|War,1964, Black and White,Stanley Kubrick,192.0,95.0,0.0,277.0,Slim Pickens,654.0,,Comedy,George C. Scott,342585,1991,Keenan Wynn,0.0,bomber|doomsday|general|u.s. president|war room,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,839.0,English,USA,PG,1800000.0,1964.0,575.0,8.5,1.66,18000,4359
178,762,striptease,Comedy|Crime,1996,Color,Andrew Bergman,51.0,117.0,31.0,210.0,Rumer Willis,2000.0,32800000.0,Comedy|Crime|Drama|Thriller,Demi Moore,34896,3016,Paul Guilfoyle,1.0,bouncer|breasts|congressman|private dancer|stripper,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,118.0,English,USA,R,40000000.0,1996.0,472.0,4.3,1.85,877,995
179,778,trainspotting,Comedy|Crime|Drama,1996,Color,Danny Boyle,134.0,94.0,0.0,557.0,Shirley Henderson,2000.0,16501785.0,Drama,Kelly Macdonald,469561,3559,Ewen Bremner,4.0,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,514.0,English,UK,R,3500000.0,1996.0,887.0,8.2,1.85,21000,4050
180,785,kingpin,Comedy,1996,Color,Bobby Farrelly,62.0,117.0,101.0,743.0,Lin Shaye,13000.0,24944213.0,Comedy|Sport,Bill Murray,63459,16937,Richard Tyson,2.0,amish|bowling|on the road|rubber hand|tournament,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,27000000.0,1996.0,852.0,6.9,2.35,3000,1939
181,786,eraser,Action|Drama|Thriller,1996,Color,Chuck Russell,81.0,115.0,55.0,383.0,James Coburn,1000.0,101228120.0,Action|Drama|Mystery|Thriller,Vanessa Williams,84424,3454,Roma Maffia,1.0,assassination attempt|corporate crime|rogue agent|witness|witness protection program,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,131.0,English,USA,R,100000000.0,1996.0,773.0,6.1,2.35,0,295
182,798,daylight,Action|Adventure|Drama|Thriller,1996,Color,Rob Cohen,61.0,114.0,357.0,366.0,Viggo Mortensen,13000.0,32885565.0,Action|Adventure|Drama|Thriller,Sylvester Stallone,53132,25126,Amy Brenneman,0.0,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,80000000.0,1996.0,10000.0,5.8,1.85,0,493
183,94491,daylight,Horror|Thriller,2010,Color,Rob Cohen,61.0,114.0,357.0,366.0,Viggo Mortensen,13000.0,32885565.0,Action|Adventure|Drama|Thriller,Sylvester Stallone,53132,25126,Amy Brenneman,0.0,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,80000000.0,1996.0,10000.0,5.8,1.85,0,493
184,800,lone star,Drama|Mystery|Western,1996,Color,John Sayles,68.0,135.0,407.0,111.0,Clifton James,11000.0,13269963.0,Drama|Mystery,Matthew McConaughey,23202,11400,Miriam Colon,2.0,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,173.0,English,USA,R,5000000.0,1996.0,189.0,7.6,2.35,0,3743
185,801,harriet the spy,Children|Comedy,1996,Color,Bronwen Hughes,25.0,100.0,15.0,388.0,Eartha Kitt,694.0,26539321.0,Comedy|Drama|Family,Gregory Smith,7984,2486,Charlotte Sullivan,1.0,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42.0,English,USA,PG,13000000.0,1996.0,558.0,5.9,1.85,833,2854
186,802,phenomenon,Drama|Romance,1996,Color,Jon Turteltaub,53.0,123.0,226.0,796.0,Kyra Sedgwick,3000.0,104632573.0,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,63839,5975,David Gallagher,1.0,brain tumor|genius|psionic power|telekinesis|terminal illness,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,118.0,English,USA,PG,32000000.0,1996.0,941.0,6.4,2.35,0,1541
187,803,walking and talking,Comedy|Drama|Romance,1996,Color,Nicole Holofcener,18.0,86.0,132.0,584.0,Anne Heche,778.0,1277257.0,Comedy|Drama|Romance,Kevin Corrigan,2629,2400,Vincent Pastore,2.0,briefs|cancer|cat|cult film|friend,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32.0,English,UK,R,1000000.0,1996.0,695.0,6.8,1.85,227,4564
188,804,she's the one,Comedy|Romance,1996,Color,Edward Burns,43.0,96.0,0.0,111.0,Frank Vincent,385.0,9449219.0,Comedy|Drama|Romance,John Mahoney,13949,995,Michael McGlone,2.0,claim in title|infidelity|irish american|love|sex,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,98.0,English,USA,R,3500000.0,1996.0,356.0,6.1,1.85,453,3998
189,809,fled,Action|Adventure,1996,Color,Kevin Hooks,36.0,105.0,114.0,537.0,Stephen Baldwin,4000.0,17100000.0,Action|Adventure|Crime|Drama|Romance,Salma Hayek,7073,6152,Will Patton,1.0,disk|floppy disk|mafia|prison|prisoner,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,29.0,English,USA,R,25000000.0,1996.0,561.0,5.3,1.85,204,1686
190,831,stonewall,Drama,1995,Color,Roland Emmerich,74.0,129.0,776.0,256.0,Caleb Landry Jones,25000.0,186354.0,Drama,Jeremy Irvine,1758,26176,Matt Craven,0.0,box office flop|critically bashed|gay rights|new york city|stonewall riots,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,30.0,English,USA,R,13500000.0,2015.0,463.0,4.5,2.35,0,4303
191,832,ransom,Crime|Thriller,1996,Color,Ron Howard,79.0,139.0,2000.0,808.0,Delroy Lindo,960.0,136448821.0,Crime|Thriller,Lili Taylor,98989,3667,Rene Russo,1.0,bounty|fbi|millionaire|money|ransom,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158.0,English,USA,R,80000000.0,1996.0,848.0,6.6,1.85,1000,587
192,836,chain reaction,Action|Adventure|Thriller,1996,Color,Andrew Davis,47.0,107.0,99.0,581.0,Morgan Freeman,18000.0,20550712.0,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,40346,31014,Kevin Dunn,1.0,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,50000000.0,1996.0,11000.0,5.6,1.85,1000,878
193,69339,chain reaction,Horror,2006,Color,Andrew Davis,47.0,107.0,99.0,581.0,Morgan Freeman,18000.0,20550712.0,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,40346,31014,Kevin Dunn,1.0,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,50000000.0,1996.0,11000.0,5.6,1.85,1000,878
194,838,emma,Comedy|Drama|Romance,1996,Color,,10.0,240.0,,334.0,Blake Ritson,805.0,,Comedy|Drama|Romance,Romola Garai,10388,2563,Rupert Evans,1.0,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50.0,English,UK,,,,432.0,8.2,1.78,0,3650
195,26958,emma,Romance,1996,Color,,10.0,240.0,,334.0,Blake Ritson,805.0,,Comedy|Drama|Romance,Romola Garai,10388,2563,Rupert Evans,1.0,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50.0,English,UK,,,,432.0,8.2,1.78,0,3650
196,84847,emma,Comedy|Drama|Romance,2009,Color,,10.0,240.0,,334.0,Blake Ritson,805.0,,Comedy|Drama|Romance,Romola Garai,10388,2563,Rupert Evans,1.0,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50.0,English,UK,,,,432.0,8.2,1.78,0,3650
197,85374,emma,Comedy|Drama|Romance,1932,Color,,10.0,240.0,,334.0,Blake Ritson,805.0,,Comedy|Drama|Romance,Romola Garai,10388,2563,Rupert Evans,1.0,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50.0,English,UK,,,,432.0,8.2,1.78,0,3650
198,849,escape from l.a.,Action|Adventure|Sci-Fi|Thriller,1996,Color,John Carpenter,104.0,101.0,0.0,764.0,Valeria Golino,12000.0,25407250.0,Action|Adventure|Sci-Fi|Thriller,Steve Buscemi,54021,15935,Michelle Forbes,0.0,escape|island|los angeles california|machismo|president's daughter,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,227.0,English,USA,R,50000000.0,1996.0,898.0,5.7,2.35,0,1006
199,851,basquiat,Drama,1996,Color,Julian Schnabel,42.0,108.0,232.0,353.0,Michael Wincott,10000.0,2961991.0,Biography|Drama,Gary Oldman,15885,11459,Courtney Love,4.0,andy warhol|art|artist|friendship|street artist,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1,78.0,English,USA,R,3300000.0,1996.0,721.0,6.9,1.85,0,4099
200,852,tin cup,Comedy|Drama|Romance,1996,Color,Ron Shelton,48.0,135.0,41.0,808.0,Cheech Marin,982.0,53854588.0,Comedy|Drama|Romance|Sport,Don Johnson,37911,3648,Rene Russo,0.0,driving range|golf|golfer|tournament|winnebago,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,73.0,English,USA,R,45000000.0,1996.0,843.0,6.3,2.35,1000,1098
201,866,bound,Crime|Drama|Romance|Thriller,1996,Color,Lana Wachowski,120.0,109.0,0.0,126.0,Kevin Michael Richardson,3000.0,3798532.0,Crime|Drama|Romance|Thriller,Christopher Meloni,41138,3668,Peter Spellos,0.0,gangster|lesbian|mafia|money|neo noir,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,208.0,English,USA,R,4500000.0,1996.0,441.0,7.4,1.85,2000,3848
202,869,kansas city,Crime|Drama|Musical|Thriller,1996,Color,Robert Altman,31.0,116.0,500.0,530.0,Jennifer Jason Leigh,12000.0,1292527.0,Crime|Drama|Music|Thriller,Steve Buscemi,3536,14579,Miranda Richardson,2.0,1930s|election|female frontal nudity|kansas city|politician,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44.0,English,France,R,19000000.0,1996.0,1000.0,6.3,1.85,228,2383
203,875,nothing to lose,Action|Crime|Drama,1994,Color,Steve Oedekerk,49.0,98.0,176.0,468.0,Michael McKean,742.0,44455658.0,Action|Adventure|Comedy|Crime,Kelly Preston,36253,2457,Rebecca Gayheart,2.0,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92.0,English,USA,R,25000000.0,1997.0,658.0,6.7,1.85,0,1907
204,7048,nothing to lose,Action|Adventure|Comedy|Crime,1997,Color,Steve Oedekerk,49.0,98.0,176.0,468.0,Michael McKean,742.0,44455658.0,Action|Adventure|Comedy|Crime,Kelly Preston,36253,2457,Rebecca Gayheart,2.0,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92.0,English,USA,R,25000000.0,1997.0,658.0,6.7,1.85,0,1907
205,117324,nothing to lose,Crime|Thriller,2008,Color,Steve Oedekerk,49.0,98.0,176.0,468.0,Michael McKean,742.0,44455658.0,Action|Adventure|Comedy|Crime,Kelly Preston,36253,2457,Rebecca Gayheart,2.0,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92.0,English,USA,R,25000000.0,1997.0,658.0,6.7,1.85,0,1907
206,885,bogus,Children|Drama|Fantasy,1996,Color,Norman Jewison,15.0,110.0,278.0,179.0,Nancy Travis,3000.0,4357000.0,Comedy|Family|Fantasy,Haley Joel Osment,5176,3864,Andrea Martin,3.0,box office flop|circus|imaginary friend|magician|one word title,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,30.0,English,USA,PG,30000000.0,1996.0,359.0,5.3,1.85,350,1565
